station name,station latitude,station longitude,use_count
E 5 St & Avenue C,40.72299208001778,-73.97995465996775,42821
E 51 St & 1 Ave,40.75455730997276,-73.96592976001227,42005
E 51 St & Lexington Ave,40.75714757997202,-73.9720783600374,46157
E 52 St & 2 Ave,40.75601399999909,-73.96741600003831,60081
E 53 St & 3 Ave,40.757632277428335,-73.9693057537079,58989
E 53 St & Madison Ave,40.75971079994188,-73.97402310996046,72591
E 55 St & 2 Ave,40.757973220003045,-73.96603307999858,15619
E 55 St & 3 Ave,40.758996559635484,-73.96865397691727,70880
E 55 St & Lexington Ave,40.75968084998054,-73.97031365999875,38394
E 58 St & 1 Ave,40.75892386376217,-73.96226227283478,49267
E 58 St & 3 Ave,40.76095756002911,-73.96724466987685,79432
E 58 St & Madison Ave,40.76302594278092,-73.97209525108337,42697
E 59 St & Madison Ave,40.76350532001778,-73.97109242995195,48088
E 6 St & Avenue B,40.72453733999298,-73.98185424007262,77025
E 6 St & Avenue D,40.722280869974206,-73.97668709000557,39677
E 60 St & York Ave,40.75910699999044,-73.95922300002432,20803
E 65 St & 2 Ave,40.76471851944058,-73.96222069859505,29118
E 66 St & Madison Ave,40.76800889305812,-73.96845281124116,14313
E 67 St & Park Ave,40.76780080147438,-73.96592080593109,17435
E 68 St & 3 Ave,40.76712840350991,-73.96224617958069,26688
E 68 St & Madison Ave,40.76915720000358,-73.96703464001918,22512
E 7 St & Avenue A,40.726217879935255,-73.9837985502096,113239
E 71 St & 1 Ave,40.76703432308416,-73.95622730255127,14312
E 71 St & 2 Ave,40.76817546742883,-73.95910263061523,11953
E 72 St & Park Ave,40.771182875387495,-73.96409422159195,31216
E 72 St & York Ave,40.766638140006755,-73.9534829599431,60729
E 74 St & 1 Ave,40.76897379994949,-73.95482272993638,48582
E 75 St & 3 Ave,40.77112926999982,-73.95772297003404,28794
E 76 St & 3 Ave,40.772248537736246,-73.95842134952545,19396
E 76 St & Park Ave,40.773763000013055,-73.96222087998137,27510
E 77 St & 3 Ave,40.77314236000377,-73.95856157999181,6222
E 78 St & 2 Ave,40.77279660000622,-73.95577800996955,26090
E 80 St & 2 Ave,40.773913902381715,-73.9543953537941,1362
E 81 St & 2 Ave,40.77477944897571,-73.95427465438844,21785
E 81 St & 3 Ave,40.77573034002437,-73.9567525999863,32483
E 81 St & Park Ave,40.776777020003784,-73.95900969999109,12218
E 81 St & York Ave,40.77283839998367,-73.94989232998617,28594
E 82 St & East End Ave,40.77246070001079,-73.94682079997398,23586
E 84 St & 1 Ave,40.775655410016036,-73.9506861500699,41113
E 84 St & Park Ave,40.77862688001038,-73.95772072998895,27983
E 85 St & 3 Ave,40.7780120299589,-73.95407149007293,73552
E 85 St & York Ave,40.77536904998639,-73.94803392002024,28973
E 87 St & 3 Ave,40.77940608530097,-73.95333588123322,3046
E 88 St & 1 Ave,40.77830100001121,-73.94881339999849,25567
E 88 St & Park Ave,40.78141070017807,-73.95595908164978,21685
E 89 St & 3 Ave,40.780628400008176,-73.9521667000198,18912
E 89 St & York Ave,40.777945299991075,-73.94604099999304,15946
E 9 St & Avenue C,40.72521310998337,-73.9776875199764,70953
E 91 St & 2 Ave,40.78112229936478,-73.94965589046478,47334
E 91 St & Park Ave,40.78350160000742,-73.95532700000324,23171
E 93 St & 2 Ave,40.78245417529048,-73.94891962409021,21931
E 95 St & 3 Ave,40.78490319999874,-73.95050300000001,2346
E 97 St & 3 Ave,40.785920099996524,-73.9486029399973,9343
E 97 St & Madison Ave,40.7878010000341,-73.95355900003331,32953
E 98 St & Lexington Ave,40.78728519861,-73.95012259483337,544
E 98 St & Park Ave,40.788130000000784,-73.95205999999332,6913
East End Ave & E 86 St,40.77518614998835,-73.94446053999893,16591
